Company,Sector,Industry,Revenue,Profits,Employees
WALMART,Healthcare,Vehicle Manufacturing,691516,14672,32141
AMAZON,Healthcare,Banking Sector,272711,85590,86384
ADOBE,Automobile,General,285422,22753,72377
WALMART,Automobile,Software,424941,19442,60527
ADOBE,Retailing,General,441772,38241,85146
ORACLE,Technology,Stocks,364474,81328,82031
ORACLE,Technology,Stocks,294855,84280,69944
ADOBE,Automobile,Vehicle Manufacturing,479775,34746,59389
ORACLE,Banking,Stocks,333635,37350,38747
AMAZON,Retailing,Healthcare,134771,28864,31064
GOOGLE,Energy,Vehicle Manufacturing,726480,25130,44124
MICROSOFT,Technology,Healthcare,148033,39765,42928
ADOBE,Automobile,Software,587393,19876,78107
IBM,Banking,Vehicle Manufacturing,603459,58867,83463
APPLE,Automobile,Vehicle Manufacturing,273891,73703,69955
TESLA,Energy,Banking Sector,386224,18427,41374
ADOBE,Banking,Banking Sector,345839,18346,35127
GOOGLE,Retailing,Pharmaceutical,636323,33364,45400
APPLE,Retailing,Pharmaceutical,263212,17116,38326
AMAZON,Energy,Software,196409,87221,83051
APPLE,Technology,Software,295964,32418,73379
GOOGLE,Energy,General,516433,18666,58793
NETFLIX,Healthcare,Pharmaceutical,817640,82626,60314
IBM,Healthcare,Software,798388,94369,75284
META,Energy,Pharmaceutical,559026,24876,70782
TESLA,Healthcare,Stocks,401519,17559,55317
ORACLE,Banking,Healthcare,687899,68764,40098
WALMART,Automobile,Stocks,480968,77294,87161
IBM,Retailing,Stocks,457039,89485,32628
TESLA,Healthcare,Banking Sector,528992,62668,79692
AMAZON,Energy,Pharmaceutical,656767,30324,46213
META,Retailing,Healthcare,598295,86157,80424
IBM,Healthcare,Stocks,229574,28038,35540
IBM,Technology,Petroleum,681705,71016,63653
APPLE,Retailing,Banking Sector,846797,83456,57258
TESLA,Technology,Petroleum,601488,17485,86554
META,Energy,General,784847,40561,69207
GOOGLE,Energy,Petroleum,741307,92189,70452
ADOBE,Banking,Banking Sector,311859,89404,50862
IBM,Automobile,Petroleum,306050,34003,39312
META,Automobile,Pharmaceutical,386906,39876,66540
META,Retailing,Stocks,147506,58279,86174
ADOBE,Retailing,Stocks,243475,60241,41544
NETFLIX,Banking,Banking Sector,843378,45166,68738
WALMART,Automobile,Healthcare,329785,11197,75374
AMAZON,Healthcare,Healthcare,337186,48997,49295
ADOBE,Automobile,General,444535,76824,85090
AMAZON,Automobile,Banking Sector,137314,46515,60449
APPLE,Healthcare,Stocks,135825,60045,70229
WALMART,Automobile,Banking Sector,199838,91226,80206
ORACLE,Retailing,Software,645969,44735,70888
GOOGLE,Automobile,Vehicle Manufacturing,790490,38420,40483
TESLA,Banking,Banking Sector,559230,41562,47564
GOOGLE,Automobile,Software,622198,52799,82087
GOOGLE,Retailing,Banking Sector,719792,31134,31149
NETFLIX,Technology,Vehicle Manufacturing,491256,82137,35486
GOOGLE,Healthcare,Stocks,154126,59350,67532
GOOGLE,Retailing,Pharmaceutical,247710,20350,51140
NETFLIX,Retailing,General,284000,88517,50823
ORACLE,Healthcare,Vehicle Manufacturing,368889,68133,46014
META,Banking,Stocks,802120,64556,41295
TESLA,Banking,Pharmaceutical,821338,34577,32801
NETFLIX,Automobile,Petroleum,476508,44975,70861
AMAZON,Technology,Banking Sector,226812,36497,43419
IBM,Retailing,General,170727,46731,67610
AMAZON,Healthcare,Healthcare,289662,19419,83668
WALMART,Technology,Stocks,284215,23368,84318
GOOGLE,Healthcare,Petroleum,515188,49806,63512
WALMART,Technology,Banking Sector,689476,31139,86998
NETFLIX,Pharma,Vehicle Manufacturing,686811,76470,56310
ADOBE,Technology,Petroleum,736161,25383,64789
ORACLE,Energy,General,533381,51541,50027
GOOGLE,Healthcare,General,169648,61890,41643
TESLA,Pharma,Software,588726,94660,64368
META,Retailing,Banking Sector,671078,53898,80851
NETFLIX,Banking,Vehicle Manufacturing,420456,63336,79082
ADOBE,Healthcare,Petroleum,749734,68061,77462
GOOGLE,Retailing,Pharmaceutical,815491,34631,37326
TESLA,Retailing,Vehicle Manufacturing,276865,34467,34921
MICROSOFT,Retailing,General,445484,19383,32980
ADOBE,Retailing,Pharmaceutical,682734,39437,82156
IBM,Energy,Software,660906,85495,80625
IBM,Technology,Software,769871,69525,40054
NETFLIX,Pharma,Pharmaceutical,728316,80054,36326
WALMART,Retailing,Healthcare,241280,83030,31304
APPLE,Retailing,Vehicle Manufacturing,567759,64716,31372
GOOGLE,Banking,General,190418,11705,52795
MICROSOFT,Banking,Stocks,690435,55126,42674
AMAZON,Automobile,Healthcare,226042,11504,51087
WALMART,Technology,Banking Sector,313177,46409,46008
AMAZON,Retailing,General,497536,83502,75161
GOOGLE,Automobile,Stocks,817044,84997,80286
TESLA,Technology,General,598014,63180,64995
NETFLIX,Retailing,Software,582334,42990,86216
MICROSOFT,Retailing,Healthcare,650967,90877,88520
NETFLIX,Banking,Healthcare,349909,74393,56706
IBM,Pharma,Banking Sector,790845,25948,87886
WALMART,Pharma,Vehicle Manufacturing,310632,63120,59810
IBM,Retailing,Vehicle Manufacturing,703971,50938,80919
IBM,Technology,Petroleum,324095,31323,73504
AMAZON,Healthcare,Stocks,335894,40571,76982
TESLA,Retailing,Petroleum,830719,81852,85649
AMAZON,Banking,Healthcare,491296,35488,60217
TESLA,Banking,Petroleum,679020,73504,51323
APPLE,Automobile,Software,641956,61546,36224
WALMART,Technology,Vehicle Manufacturing,784711,59527,84101
TESLA,Retailing,General,790640,81546,64252
IBM,Healthcare,Pharmaceutical,384378,20838,70708
GOOGLE,Automobile,Software,554655,26306,60188
AMAZON,Banking,Petroleum,494458,88780,57459
TESLA,Healthcare,Healthcare,692298,50178,52933
WALMART,Automobile,Stocks,833372,13180,76936
GOOGLE,Banking,Vehicle Manufacturing,520177,59318,75608
NETFLIX,Pharma,Vehicle Manufacturing,304112,91168,87008
ORACLE,Pharma,Petroleum,270087,53424,59374
MICROSOFT,Energy,Stocks,485110,53749,44648
TESLA,Energy,Vehicle Manufacturing,783793,94422,30591
META,Banking,Pharmaceutical,268134,86934,86469
TESLA,Technology,Software,406141,93234,61141
GOOGLE,Healthcare,Vehicle Manufacturing,568601,88367,49956
IBM,Healthcare,Software,726981,92098,55975
META,Technology,General,705120,89025,59968
ADOBE,Banking,Software,392292,84288,53064
WALMART,Pharma,Pharmaceutical,550331,47149,34932
AMAZON,Retailing,Pharmaceutical,243011,64864,60280
MICROSOFT,Energy,Software,669197,93564,52502
MICROSOFT,Automobile,Petroleum,524319,49399,80882
TESLA,Pharma,General,403104,49012,50711
APPLE,Healthcare,Stocks,820081,94887,63735
NETFLIX,Technology,Banking Sector,304203,26501,84768
APPLE,Retailing,Vehicle Manufacturing,271319,71120,32561
NETFLIX,Automobile,Pharmaceutical,704733,89882,89095
APPLE,Technology,Stocks,408702,81076,84628
ADOBE,Energy,Petroleum,357196,11071,66456
AMAZON,Pharma,Healthcare,823063,16393,51619
META,Energy,Healthcare,773915,88988,78293
META,Energy,Petroleum,705210,56564,57262
MICROSOFT,Technology,Stocks,593795,59569,89978
APPLE,Technology,General,348193,17019,74542
ORACLE,Banking,Vehicle Manufacturing,836799,63860,36673
TESLA,Healthcare,Banking Sector,801383,37647,31132
ORACLE,Automobile,Pharmaceutical,226807,84132,47108
TESLA,Retailing,Software,692659,49560,58311
META,Pharma,General,652070,73895,89898
APPLE,Banking,Petroleum,681604,72879,40616
NETFLIX,Banking,General,157747,25810,71354
MICROSOFT,Automobile,Banking Sector,846349,27105,33119
MICROSOFT,Energy,Pharmaceutical,442735,44038,38619
TESLA,Pharma,General,537504,74432,47973
WALMART,Energy,Vehicle Manufacturing,710761,63542,83641
ORACLE,Retailing,Pharmaceutical,165495,60522,39290
GOOGLE,Technology,Banking Sector,485912,91121,69148
NETFLIX,Healthcare,Software,268578,52343,57883
GOOGLE,Retailing,Stocks,255950,90821,30518
ORACLE,Retailing,Healthcare,791057,49652,58808
APPLE,Energy,Software,447230,73967,89032
NETFLIX,Energy,Pharmaceutical,842995,53687,54403
TESLA,Retailing,Vehicle Manufacturing,467105,33376,36316
MICROSOFT,Pharma,Healthcare,452721,11800,62053
IBM,Retailing,Pharmaceutical,474193,56573,44297
IBM,Retailing,General,128485,43654,55846
GOOGLE,Banking,Stocks,220844,19911,76997
META,Retailing,Stocks,789070,71727,62417
GOOGLE,Automobile,Pharmaceutical,687111,82509,77940
MICROSOFT,Pharma,Banking Sector,707678,53072,76685
WALMART,Energy,Banking Sector,304274,34716,68302
WALMART,Energy,Stocks,839361,56387,39171
ORACLE,Technology,Vehicle Manufacturing,246274,76844,51475
META,Energy,Petroleum,595419,19724,33587
ORACLE,Technology,General,505919,51437,69274
IBM,Energy,Software,601166,51272,47645
META,Retailing,Banking Sector,794650,39157,53371
GOOGLE,Energy,Software,679617,49770,37348
META,Technology,Banking Sector,733783,50358,76027
TESLA,Automobile,Healthcare,397585,48930,85535
TESLA,Retailing,General,474563,41325,62003
AMAZON,Pharma,General,358041,36589,38179
AMAZON,Retailing,Vehicle Manufacturing,212184,19997,75113
MICROSOFT,Retailing,Stocks,572871,15906,63618
META,Pharma,Stocks,708864,19954,53109
GOOGLE,Automobile,Software,330834,12263,48693
AMAZON,Automobile,Stocks,456318,19204,50542
GOOGLE,Technology,Software,445580,64555,51411
WALMART,Retailing,Banking Sector,362425,74259,83226
AMAZON,Technology,Petroleum,661749,84993,86588
IBM,Energy,Vehicle Manufacturing,843860,73700,42320
ADOBE,Energy,Vehicle Manufacturing,645685,22484,78183
META,Automobile,Vehicle Manufacturing,295483,88658,83023
NETFLIX,Pharma,Petroleum,450469,40423,43756
NETFLIX,Retailing,Pharmaceutical,519338,93458,82026
NETFLIX,Energy,Banking Sector,180216,90900,68505
TESLA,Pharma,General,847986,15840,37350
APPLE,Pharma,Banking Sector,627992,40868,67843
APPLE,Pharma,Healthcare,841972,55614,40729
IBM,Banking,Petroleum,691548,88915,56843
WALMART,Pharma,Pharmaceutical,426454,33308,72634
ADOBE,Automobile,Pharmaceutical,664596,78725,49499
TESLA,Healthcare,Software,736150,59589,58707
GOOGLE,Pharma,Banking Sector,639094,54069,71622
TESLA,Energy,Stocks,668490,25570,85219
TESLA,Technology,Stocks,275427,20366,58908
TESLA,Automobile,Petroleum,269345,50221,64656
AMAZON,Retailing,Software,210930,71571,30942
ORACLE,Healthcare,Pharmaceutical,400452,54087,83142
IBM,Healthcare,Pharmaceutical,341122,66765,62528
GOOGLE,Pharma,Vehicle Manufacturing,673793,24737,35439
GOOGLE,Banking,Healthcare,794196,14890,43757
AMAZON,Pharma,Banking Sector,580519,81303,37476
IBM,Pharma,Healthcare,764374,75446,84676
AMAZON,Technology,Pharmaceutical,477908,86554,30744
APPLE,Banking,Stocks,235484,69365,60671
TESLA,Technology,Banking Sector,455954,30373,66718
NETFLIX,Automobile,Healthcare,356746,59977,35860
WALMART,Healthcare,Banking Sector,654103,81577,79208
APPLE,Healthcare,Software,137466,52735,42789
GOOGLE,Banking,Vehicle Manufacturing,145945,26930,37986
TESLA,Retailing,Petroleum,135942,43587,86206
AMAZON,Retailing,Software,447304,28616,72357
ORACLE,Energy,Petroleum,380170,66914,32769
TESLA,Technology,Banking Sector,686000,24246,86071
AMAZON,Banking,Petroleum,169791,48146,51478
APPLE,Retailing,Pharmaceutical,347484,71429,43538
NETFLIX,Technology,Banking Sector,681720,76036,43476
NETFLIX,Healthcare,Vehicle Manufacturing,271654,68654,35168
MICROSOFT,Banking,Banking Sector,659414,89588,56276
TESLA,Retailing,Healthcare,495388,42718,82329
TESLA,Technology,General,782070,54760,65687
ORACLE,Healthcare,Vehicle Manufacturing,219736,59066,71475
ADOBE,Automobile,Healthcare,215123,54818,86411
NETFLIX,Healthcare,Vehicle Manufacturing,376038,87648,61938
TESLA,Retailing,Banking Sector,488559,26163,36636
NETFLIX,Energy,Healthcare,536972,91405,32791
WALMART,Retailing,Healthcare,619442,74721,41908
META,Technology,Stocks,696161,88922,57644
WALMART,Automobile,Vehicle Manufacturing,129913,55972,89907
MICROSOFT,Energy,Stocks,671559,21775,54753
ADOBE,Energy,Petroleum,841133,65029,35016
APPLE,Technology,Software,464035,94179,88434
MICROSOFT,Energy,Pharmaceutical,554491,45812,32808
ORACLE,Technology,General,323085,84428,65839
APPLE,Retailing,Software,349388,12084,47305
GOOGLE,Automobile,Vehicle Manufacturing,343660,66341,38802
AMAZON,Healthcare,Petroleum,401087,94068,46984
WALMART,Energy,Software,246696,80319,79478
TESLA,Retailing,Banking Sector,346684,13832,67705
NETFLIX,Pharma,General,563712,75919,56354
ADOBE,Banking,General,722339,33767,41346
AMAZON,Pharma,Pharmaceutical,768475,77734,59775
ADOBE,Healthcare,Banking Sector,492635,25665,86077
MICROSOFT,Healthcare,Banking Sector,688753,70464,38898
META,Technology,Software,403797,36761,31394
WALMART,Automobile,Petroleum,235790,61298,84994
ADOBE,Healthcare,General,337960,50985,43648
TESLA,Pharma,Petroleum,656897,75673,43470
AMAZON,Automobile,Software,808566,58073,63552
MICROSOFT,Banking,Healthcare,349866,64045,48609
META,Automobile,General,388264,23359,45240
APPLE,Pharma,General,777936,25774,52879
MICROSOFT,Pharma,Vehicle Manufacturing,149318,35417,65713
GOOGLE,Automobile,Stocks,490618,45669,81611
GOOGLE,Technology,Pharmaceutical,196114,33332,86515
MICROSOFT,Technology,General,809062,57674,59504
META,Retailing,General,406575,47634,34344
APPLE,Technology,Software,847958,88537,84975
ADOBE,Technology,Healthcare,292311,46484,54329
MICROSOFT,Healthcare,Petroleum,187387,92446,61635
TESLA,Energy,Petroleum,790103,29932,39450
ADOBE,Pharma,Software,154529,87989,77853
AMAZON,Automobile,Stocks,533708,44522,86724
TESLA,Automobile,Healthcare,317237,34259,54457
IBM,Automobile,Pharmaceutical,276155,35316,48980
APPLE,Energy,Healthcare,305765,65947,36532
IBM,Pharma,General,162167,36220,50019
NETFLIX,Pharma,Vehicle Manufacturing,229036,61001,44097
APPLE,Automobile,General,281562,82585,56172
META,Banking,Stocks,183815,30850,81054
APPLE,Technology,Banking Sector,372931,62239,88540
NETFLIX,Banking,Stocks,198482,85873,53618
MICROSOFT,Automobile,General,135461,55428,60464
META,Pharma,Banking Sector,156483,18855,36277
META,Retailing,Stocks,474740,84804,30807
APPLE,Healthcare,Software,351689,91653,60243
IBM,Retailing,General,811134,70175,41250
GOOGLE,Technology,Petroleum,339112,81849,83280
NETFLIX,Pharma,General,659056,72946,87973
IBM,Banking,Vehicle Manufacturing,644689,29682,42165
IBM,Technology,Pharmaceutical,456573,47612,78724
NETFLIX,Healthcare,Petroleum,645070,25543,67321
GOOGLE,Pharma,Petroleum,621984,11824,59804
ADOBE,Energy,Healthcare,551835,18050,39483
MICROSOFT,Healthcare,Pharmaceutical,432375,28268,42036
ORACLE,Retailing,Petroleum,804420,63076,31009
GOOGLE,Energy,Stocks,350101,88032,47686
IBM,Retailing,General,736677,46598,49994
META,Healthcare,Software,314052,60260,70437
APPLE,Retailing,Stocks,566100,92986,53142
ORACLE,Technology,Healthcare,261891,72646,56802
IBM,Banking,Software,756953,50335,77199
AMAZON,Technology,Stocks,408480,56212,84208
ORACLE,Pharma,Banking Sector,242384,61104,32428
GOOGLE,Technology,Petroleum,727902,25475,50949
AMAZON,Pharma,Petroleum,304022,67343,65421
NETFLIX,Healthcare,Pharmaceutical,761118,81236,87992
NETFLIX,Energy,Software,708010,67093,81849
AMAZON,Banking,Vehicle Manufacturing,258066,39035,60383
NETFLIX,Technology,General,649497,79880,47644
ADOBE,Automobile,Pharmaceutical,149783,78000,79099
MICROSOFT,Automobile,Petroleum,716978,25357,67479
APPLE,Automobile,Pharmaceutical,774814,85351,38560
IBM,Automobile,Pharmaceutical,170730,17599,56454
TESLA,Banking,Healthcare,537130,90682,77865
WALMART,Retailing,Healthcare,466872,41207,48258
AMAZON,Energy,Vehicle Manufacturing,408554,69857,32560
AMAZON,Retailing,Petroleum,359882,86246,64588
NETFLIX,Energy,Pharmaceutical,577663,35574,39701
APPLE,Retailing,Petroleum,299587,37122,78724
META,Banking,Stocks,140251,58091,89156
ORACLE,Technology,Healthcare,353384,11259,33995
APPLE,Technology,Vehicle Manufacturing,385746,49232,78744
NETFLIX,Automobile,Healthcare,747585,25579,70120
APPLE,Technology,Petroleum,252211,44046,37806
NETFLIX,Healthcare,General,149266,86975,86090
IBM,Automobile,Stocks,371517,29201,74925
META,Retailing,Software,735242,80721,80681
TESLA,Banking,Software,772785,16862,55441
APPLE,Pharma,Banking Sector,439784,82214,85223
IBM,Healthcare,Vehicle Manufacturing,628346,44818,55461
MICROSOFT,Technology,General,149177,89213,83473
TESLA,Pharma,Pharmaceutical,842537,39720,46321
NETFLIX,Technology,Petroleum,381186,69414,35405
IBM,Pharma,Petroleum,458804,23119,73394
TESLA,Pharma,Banking Sector,396725,54217,62849
GOOGLE,Healthcare,Pharmaceutical,282371,13381,42393
WALMART,Energy,General,196736,58581,43333
ORACLE,Healthcare,Healthcare,416225,65116,56942
APPLE,Automobile,Banking Sector,518280,86334,69794
TESLA,Energy,Pharmaceutical,735276,46826,86572
NETFLIX,Automobile,Software,280472,18034,36258
APPLE,Pharma,Stocks,404966,13101,83091
GOOGLE,Banking,Petroleum,847173,77452,39975
GOOGLE,Banking,Healthcare,663274,69554,69089
ADOBE,Technology,Stocks,535079,29446,32207
AMAZON,Energy,Petroleum,646017,45351,75142
ORACLE,Retailing,Software,363447,57990,71757
MICROSOFT,Automobile,Pharmaceutical,292530,40133,52573
META,Technology,General,433972,22428,40451
TESLA,Technology,Stocks,703457,54517,37024
AMAZON,Technology,Vehicle Manufacturing,197816,93358,41579
WALMART,Energy,Banking Sector,716880,13346,48799
WALMART,Healthcare,Vehicle Manufacturing,244980,15155,33986
META,Pharma,Stocks,354704,18258,47334
NETFLIX,Automobile,General,181394,22174,38374
AMAZON,Retailing,Stocks,605542,22359,31941
IBM,Banking,Stocks,335243,27666,67211
WALMART,Automobile,Petroleum,492890,22740,38198
APPLE,Banking,Pharmaceutical,683211,60055,30755
META,Banking,Vehicle Manufacturing,581367,53611,44705
ADOBE,Energy,Vehicle Manufacturing,173238,51037,72932
GOOGLE,Retailing,Software,564313,39673,85845
WALMART,Energy,Vehicle Manufacturing,151375,25034,70765
IBM,Energy,Healthcare,132176,58965,62716
WALMART,Retailing,Pharmaceutical,640708,30516,47004
MICROSOFT,Energy,Vehicle Manufacturing,212109,75378,56858
AMAZON,Retailing,Stocks,458290,24311,79116
WALMART,Retailing,Software,825635,35021,55836
META,Technology,Vehicle Manufacturing,563625,61780,53008
NETFLIX,Retailing,Stocks,414471,21038,70724
META,Automobile,Software,660441,46332,81780
TESLA,Energy,Software,614770,21553,73410
GOOGLE,Pharma,General,795157,38222,53698
APPLE,Technology,Vehicle Manufacturing,239140,77880,49877
AMAZON,Pharma,Software,440974,30080,38228
MICROSOFT,Energy,Pharmaceutical,344650,51317,33515
ADOBE,Banking,Vehicle Manufacturing,521785,82786,39985
IBM,Retailing,Petroleum,477613,94518,58365
ADOBE,Pharma,Banking Sector,296575,57781,46828
TESLA,Healthcare,Stocks,143027,63385,73248
ADOBE,Healthcare,Pharmaceutical,799043,22526,80227
IBM,Technology,Software,330064,82657,66073
IBM,Pharma,Stocks,611119,43647,30165
WALMART,Automobile,Healthcare,446622,40536,52109
WALMART,Pharma,Pharmaceutical,649752,76888,82841
GOOGLE,Banking,Petroleum,678894,78740,48168
TESLA,Healthcare,Vehicle Manufacturing,687917,14040,56552
NETFLIX,Energy,General,489187,23889,83513
IBM,Technology,Stocks,220533,32102,83423
ORACLE,Energy,Healthcare,813402,47564,35391
GOOGLE,Retailing,General,249218,63618,33339
ADOBE,Pharma,Vehicle Manufacturing,129394,42420,62549
GOOGLE,Technology,Vehicle Manufacturing,180439,18661,43279
GOOGLE,Technology,Healthcare,235136,88945,59276
AMAZON,Healthcare,General,209076,22726,82926
ADOBE,Technology,General,345050,50035,61119
IBM,Retailing,Petroleum,848369,76061,78990
IBM,Pharma,Software,808914,83715,57193
APPLE,Healthcare,Petroleum,785960,61849,87940
GOOGLE,Healthcare,Banking Sector,841956,91850,79234
APPLE,Banking,Pharmaceutical,228307,87262,72468
ADOBE,Healthcare,Software,674331,54077,86841
ORACLE,Technology,Petroleum,205783,38005,58675
ORACLE,Retailing,Banking Sector,680859,32711,76279
IBM,Technology,Software,299554,84152,64634
WALMART,Healthcare,Software,672971,11453,60911
GOOGLE,Healthcare,Software,752828,18371,76862
MICROSOFT,Automobile,Petroleum,560685,24865,57967
APPLE,Pharma,Petroleum,770471,72601,84708
GOOGLE,Retailing,Healthcare,834724,89082,87613
