Date,Country,Price(USD)
02-03-2018,Canada,2.077571168
05-07-2022,Singapore,2.038035817
28-03-2021,China,3.264356821
16-04-2021,Germany,3.46680352
29-03-2018,China,1.59942107
08-09-2021,UK,5.726750778
16-03-2021,Germany,6.672770635
02-09-2017,Poland,4.626572174
27-06-2023,India,3.328768115
25-06-2020,Argentina,3.153371166
14-05-2020,India,7.095604045
04-04-2022,USA,3.899935967
27-03-2023,UK,8.271419436
07-07-2017,Germany,8.037592983
03-02-2015,India,7.363299537
09-11-2017,Nepal,6.892574524
03-02-2023,Austria,6.12467102
22-08-2021,Argentina,5.963022665
06-12-2021,Austria,5.544301757
26-01-2018,Brazil,1.880280506
10-10-2022,China,6.78838752
02-10-2021,UK,1.867662379
24-06-2016,Canada,4.291213619
11-02-2016,China,4.833863685
24-10-2022,Singapore,3.135629182
24-03-2018,Poland,6.439254632
12-08-2018,Canada,3.33837606
04-01-2022,Singapore,7.591944151
20-02-2015,USA,3.521545555
02-03-2018,Canada,4.174028663
08-04-2018,Brazil,8.23233906
06-10-2019,Poland,8.191095235
27-02-2017,UK,7.923984987
01-11-2023,Poland,3.976796662
20-06-2021,Nepal,5.773398976
29-05-2018,Poland,7.508489712
04-03-2023,Brazil,3.39228282
25-01-2020,UK,3.287407432
20-08-2021,Germany,4.238076346
17-05-2020,Poland,6.743636382
30-12-2018,Argentina,6.203228974
18-07-2015,Austria,5.139666255
04-05-2021,Poland,6.331948302
03-04-2022,India,3.692888795
11-05-2016,USA,6.209613018
23-04-2017,UK,1.583729877
30-09-2016,UK,5.176849847
30-07-2021,Poland,4.621595423
05-04-2021,Austria,6.576754592
27-03-2022,China,2.85155672
20-07-2019,USA,5.835780566
29-05-2022,USA,8.069538274
23-04-2022,Poland,7.757768749
25-10-2022,Austria,8.153422715
31-07-2021,Poland,2.352530919
27-07-2023,UK,2.104704618
05-10-2017,Germany,2.409350772
19-12-2015,Poland,6.847004364
30-09-2015,Poland,5.46248163
10-04-2015,India,7.772011413
23-04-2020,Argentina,2.78984095
15-01-2020,China,4.768689041
29-01-2020,UK,5.971463555
12-06-2016,China,6.885513909
14-10-2016,Argentina,7.82374045
04-03-2015,Brazil,3.301356168
14-01-2018,UK,3.441012371
21-06-2018,USA,4.179593017
05-03-2016,Brazil,8.47170997
23-10-2022,China,8.189239895
16-01-2022,China,2.745506406
30-07-2020,UK,4.942052505
01-01-2020,Austria,5.772113195
30-09-2015,India,6.01838224
28-11-2019,UK,2.507108202
10-12-2022,Nepal,3.028705487
08-03-2015,Poland,2.243747982
28-06-2016,Canada,6.507802224
18-02-2021,UK,1.744026262
21-06-2018,UK,5.499411919
25-10-2021,China,6.940660157
18-04-2016,USA,7.77558675
19-02-2018,India,6.070057329
02-07-2022,USA,8.030256065
19-12-2016,Poland,4.233386747
21-02-2018,India,6.400386395
12-12-2023,Nepal,5.522481762
03-01-2020,Singapore,6.453239564
02-02-2023,Canada,4.846975983
21-04-2023,Nepal,7.408344076
04-12-2021,UK,5.280901019
02-11-2021,USA,4.190967118
10-09-2016,Argentina,7.225836616
09-04-2017,Canada,2.348425552
08-01-2016,Singapore,8.045295313
09-12-2015,Brazil,3.83407799
15-11-2023,China,4.304303589
14-11-2016,Poland,8.479110574
23-02-2018,Poland,2.134668824
05-12-2021,Singapore,7.473394548
17-09-2021,Brazil,2.063197493
09-03-2020,Canada,6.823171566
02-05-2022,China,6.034548003
12-04-2019,India,5.381328302
02-01-2017,Nepal,6.125138621
27-12-2016,China,6.37117595
19-02-2017,UK,5.914319402
13-06-2016,Brazil,4.905524795
10-11-2019,Poland,4.565886245
12-10-2020,Austria,2.479600662
06-02-2015,Austria,1.677552238
18-12-2022,Germany,3.169395919
04-07-2017,Nepal,1.940948416
14-06-2018,Singapore,6.003853464
25-07-2017,Canada,5.237580327
09-04-2017,Canada,8.266018979
07-08-2023,USA,1.75929876
14-10-2022,USA,3.864030231
28-11-2015,Argentina,1.799701734
07-02-2018,UK,2.98174723
31-01-2022,Poland,6.171214928
17-02-2021,Canada,8.080628527
17-01-2015,Singapore,2.542675407
08-05-2015,Germany,3.130899619
11-09-2023,UK,1.758143672
30-11-2017,India,4.922262993
05-08-2015,USA,4.798537451
21-02-2018,Germany,1.820611855
21-05-2015,Argentina,6.041504934
25-10-2016,USA,2.705743063
13-08-2022,USA,7.832636454
10-11-2016,UK,4.69329215
02-12-2015,India,7.347465099
24-05-2018,UK,7.224601244
27-10-2022,UK,2.299257774
10-03-2017,Germany,7.094226556
08-12-2017,Austria,1.941770782
02-10-2020,Austria,4.483480248
14-10-2019,Argentina,6.248784861
13-10-2017,Brazil,2.345617077
02-02-2019,Poland,5.531769073
07-06-2023,India,3.751129201
09-06-2019,Austria,6.849595177
05-10-2015,Germany,2.714133541
24-11-2018,UK,2.345218427
26-06-2017,India,6.802850603
28-07-2022,India,6.3740705
03-03-2018,Singapore,2.655042887
08-11-2021,Austria,7.979728714
04-08-2023,USA,2.433596139
27-06-2020,Poland,5.787090537
30-04-2023,India,1.609412284
20-08-2015,Canada,2.065058254
30-04-2018,USA,2.755889993
06-07-2016,UK,6.447188739
15-11-2017,Germany,7.708405994
12-03-2020,Nepal,6.354524692
07-10-2020,Canada,6.346508316
23-04-2020,Austria,2.501615029
16-09-2016,China,5.161608049
28-07-2023,Nepal,3.174776312
28-08-2019,India,5.77376592
21-06-2019,USA,5.673903795
28-10-2023,Argentina,4.999213444
06-11-2019,UK,5.890341578
01-04-2017,China,3.934974968
12-05-2018,USA,5.403972824
22-07-2015,Austria,2.322554759
25-09-2016,Singapore,8.337540356
29-03-2019,Germany,4.033309132
21-03-2017,Singapore,5.052785296
15-06-2018,Canada,6.892318982
17-07-2022,Poland,2.95676092
14-11-2021,USA,2.856032951
10-03-2021,India,6.296706281
30-04-2018,Canada,4.982603865
16-02-2021,India,6.190998446
20-11-2023,USA,1.8781933
11-06-2017,Brazil,3.49545164
26-01-2016,Nepal,3.259672458
09-03-2022,Germany,7.136075722
08-04-2017,Canada,1.803222379
12-06-2017,Argentina,1.867196057
20-07-2019,Singapore,2.731213258
01-06-2017,USA,4.895429772
26-09-2019,UK,1.996016489
19-01-2015,Austria,6.549821564
20-12-2018,Germany,5.55833243
31-03-2023,Nepal,2.891259769
21-03-2015,Poland,7.788609298
09-02-2015,Austria,6.952826953
09-03-2015,Brazil,3.094474447
18-02-2015,Austria,6.664235062
04-12-2021,Austria,4.128726715
07-09-2022,Austria,2.014708015
26-11-2023,Germany,4.890854011
01-06-2021,Nepal,2.514588904
26-08-2021,Germany,4.684936108
19-10-2023,Nepal,4.114395573
10-08-2022,Canada,6.538748513
17-10-2015,Poland,4.010131298
03-08-2017,China,2.915476235
11-08-2022,India,1.724662169
15-06-2021,Germany,1.917562037
06-12-2017,India,2.277764894
14-03-2015,Canada,4.710052475
19-12-2020,India,6.822377081
07-12-2020,Austria,7.704862804
05-11-2017,Germany,2.597516868
16-08-2018,Poland,8.169320995
28-02-2023,India,5.546850121
25-05-2021,Singapore,7.485028152
18-01-2018,UK,4.381872997
08-03-2023,Singapore,4.92449379
15-05-2018,Austria,5.641066099
08-06-2018,Canada,3.454196148
06-05-2022,Argentina,4.496772566
22-01-2019,Austria,3.234820107
12-07-2021,Nepal,5.55626921
02-02-2015,Germany,8.123766482
30-05-2019,Germany,7.78776256
02-06-2017,Nepal,8.361288289
03-05-2018,USA,8.438914525
07-03-2016,Argentina,6.880244736
21-03-2016,USA,4.479883505
24-06-2021,Nepal,4.854885375
13-09-2017,Argentina,7.249039245
19-07-2020,Canada,4.966995304
27-03-2021,UK,5.409408765
17-03-2022,USA,6.352118873
20-01-2017,Nepal,8.149537269
09-02-2019,India,4.008839772
28-07-2017,Austria,6.033481389
01-02-2023,UK,1.611511151
22-04-2023,Poland,3.633856216
15-12-2019,Argentina,4.714979857
27-05-2016,Germany,6.731006876
04-02-2021,USA,8.334945449
08-10-2015,Canada,6.902845055
02-02-2017,Argentina,4.337522606
02-03-2021,Brazil,5.887676695
22-09-2021,Argentina,5.93381612
23-04-2019,Poland,1.994890144
23-01-2015,Argentina,3.830342969
21-01-2018,USA,3.576129868
07-02-2018,China,6.386384887
18-01-2017,Germany,5.297045745
14-08-2015,Austria,7.013842909
10-07-2018,UK,5.843186484
17-06-2018,Brazil,6.650325496
15-11-2023,USA,5.103155364
02-05-2016,Poland,4.047933655
20-02-2017,USA,2.276765806
28-03-2017,Brazil,4.757470126
06-05-2017,USA,4.058998008
04-03-2016,India,6.037208609
08-01-2023,Argentina,1.969041399
08-03-2016,Argentina,6.91502856
07-11-2015,India,8.368761356
21-02-2020,Austria,5.277436784
22-12-2015,Poland,4.849454255
20-01-2017,Germany,7.597919678
09-11-2018,Argentina,2.968557829
21-05-2015,Argentina,6.826201324
09-11-2015,Brazil,3.968981685
22-05-2018,China,5.024961805
10-09-2015,Nepal,3.440017338
07-07-2019,UK,4.109696451
24-05-2023,Canada,4.903588336
12-05-2022,Singapore,7.306918784
07-11-2022,Canada,6.468777021
27-11-2021,Poland,7.277653126
11-03-2023,China,4.663848678
09-02-2022,Brazil,7.09932707
29-03-2016,Argentina,7.161571136
20-04-2021,UK,2.818475077
03-05-2020,Canada,2.111161251
08-03-2020,Nepal,7.785621019
07-11-2019,China,8.207795536
23-04-2021,UK,2.265554444
23-02-2018,China,2.284172065
16-10-2016,India,4.974301145
23-03-2016,Austria,5.144813475
03-05-2020,Poland,1.65883188
25-07-2019,Nepal,8.287022239
01-04-2018,Singapore,8.022050306
11-02-2015,Canada,3.926901727
18-01-2018,Canada,6.663964707
20-08-2017,USA,3.54061758
04-04-2015,UK,1.65425633
01-07-2015,Austria,7.34463263
21-03-2016,Singapore,6.012704219
28-10-2020,Nepal,5.550932239
13-06-2015,Poland,6.022358585
18-10-2023,Brazil,4.903038741
02-03-2022,Poland,6.378045065
31-07-2017,Singapore,4.616794126
07-01-2020,China,5.470761626
14-01-2020,China,2.702159878
14-07-2022,China,3.087473567
09-05-2015,Brazil,8.295068339
12-01-2021,USA,2.538368348
21-12-2020,China,4.69148576
12-05-2021,India,5.830411609
26-02-2020,India,6.482685206
17-03-2019,China,2.775963573
05-07-2018,India,7.375321738
01-10-2019,Argentina,7.83297803
17-09-2016,India,2.628782993
23-10-2021,UK,1.788060195
07-09-2021,Brazil,5.521676197
07-01-2019,Canada,3.322850381
24-02-2021,India,2.936087533
27-01-2022,Argentina,1.742823621
28-07-2016,Brazil,8.346157941
04-08-2019,India,4.110404552
24-09-2020,Singapore,8.328259752
05-02-2023,Singapore,3.610918387
26-09-2018,USA,4.331936319
24-06-2017,Canada,6.879627161
13-11-2021,Canada,7.994679028
23-12-2017,India,1.530060141
13-05-2015,Argentina,5.323019116
02-06-2016,Singapore,3.818964523
12-09-2021,Argentina,3.568898084
20-01-2021,China,8.2872389
04-10-2016,Germany,6.16821412
26-05-2015,Germany,6.599806513
30-06-2021,Canada,3.870791009
10-03-2017,UK,6.621483649
03-07-2023,USA,2.475963054
16-09-2015,Singapore,2.318132685
23-10-2015,USA,4.311409453
30-04-2020,Austria,4.621808838
14-12-2023,UK,3.784565288
21-12-2021,Germany,5.98918857
22-01-2021,Germany,5.185036894
19-03-2023,China,2.870009714
26-10-2016,UK,5.268886059
28-07-2022,Canada,6.239443717
23-12-2019,UK,8.330876548
17-09-2021,Nepal,2.861150275
23-07-2020,Brazil,5.722203122
07-11-2017,Singapore,8.103815149
03-02-2019,Poland,4.027454084
14-10-2020,India,6.511746406
24-08-2017,Nepal,4.08740977
26-10-2016,Brazil,1.585335538
24-03-2016,Brazil,3.959485234
25-07-2015,Canada,7.62011215
02-10-2018,UK,3.009866089
05-01-2016,Canada,6.690693736
28-02-2018,Nepal,7.125798532
26-01-2018,China,2.646532406
29-12-2016,Argentina,8.292524712
25-01-2019,Nepal,6.600238608
07-05-2017,Nepal,2.476973808
31-07-2023,Germany,5.685549949
31-10-2018,India,2.954486535
13-02-2023,Canada,8.418676995
20-07-2023,Singapore,8.406468431
19-09-2020,UK,8.03207097
11-04-2018,Germany,6.792798375
08-03-2020,UK,1.546332075
02-08-2021,Poland,7.900873474
17-10-2018,Nepal,2.724251076
12-11-2017,Canada,6.471729047
12-04-2017,India,2.89480293
10-07-2023,Nepal,3.526242166
06-10-2020,Canada,1.795630401
29-03-2020,China,7.342096411
18-09-2021,China,4.958703398
17-02-2017,Argentina,4.744162839
25-08-2023,USA,7.038536832
15-04-2023,India,3.338739165
10-10-2021,Poland,7.339701499
04-04-2016,Canada,2.36923847
19-03-2021,Poland,7.748805679
24-11-2018,Nepal,2.755606148
02-07-2018,Argentina,6.013500919
06-02-2022,USA,2.335482645
19-07-2019,China,4.951351575
07-10-2016,UK,5.692239264
27-02-2023,Brazil,5.567460391
09-03-2015,Germany,4.552479581
10-07-2021,China,5.895972332
03-07-2016,Canada,8.319811239
10-09-2018,UK,4.112415512
06-01-2015,Argentina,5.526845806
01-04-2022,China,2.639930629
04-05-2018,USA,2.522959845
11-05-2019,Canada,7.648220851
24-04-2023,India,4.001698257
17-12-2021,USA,3.408692476
22-03-2022,Nepal,5.953729945
10-05-2016,Brazil,1.841004305
10-04-2015,China,5.207286309
07-03-2016,UK,5.097065451
26-05-2018,Poland,2.782732482
24-03-2023,UK,5.691337416
26-09-2015,India,5.305986347
27-10-2018,Brazil,7.287753976
16-11-2022,Poland,7.099140444
22-02-2017,China,6.298106036
29-12-2017,Argentina,4.037658741
30-05-2022,Singapore,5.56032649
07-11-2019,India,1.590283647
23-01-2016,Singapore,3.46992432
25-10-2018,Canada,4.383961531
12-01-2015,India,2.216925007
29-04-2021,India,5.023680251
25-04-2016,Austria,7.065747166
08-06-2021,Singapore,5.793998516
23-10-2018,Singapore,7.422488248
27-12-2017,Argentina,5.357789799
18-01-2022,UK,4.421423802
21-07-2018,UK,2.315959556
19-11-2015,India,7.963868269
30-05-2018,Canada,3.937469387
20-02-2023,Argentina,4.03797996
01-06-2018,Canada,7.728084698
28-09-2018,Germany,5.161847765
03-12-2019,Brazil,2.705450117
25-01-2018,China,1.701316761
09-11-2020,UK,3.056504934
27-05-2023,Argentina,2.496515355
09-11-2022,Austria,3.651998266
23-05-2018,Austria,2.411527767
02-11-2017,UK,4.473635508
29-08-2019,UK,2.044147083
26-10-2020,Canada,6.801338241
12-07-2022,USA,2.874456948
21-09-2018,USA,7.051386272
08-09-2020,Singapore,5.652233201
25-07-2020,Canada,2.332455526
30-08-2015,China,1.802970472
07-08-2015,China,6.173104965
23-08-2017,UK,6.976595699
18-05-2022,Germany,2.937808306
25-05-2015,Austria,2.793472772
26-06-2016,Brazil,1.704813813
14-07-2020,India,7.421030657
30-07-2018,China,8.141541236
05-08-2022,Brazil,3.965422914
01-05-2017,Singapore,6.965614953
11-10-2020,Germany,3.192757655
09-11-2016,Germany,1.978359272
29-03-2022,Germany,6.842708231
20-07-2020,Singapore,3.018986531
08-02-2023,Austria,8.249846592
11-12-2022,India,7.811622041
10-03-2015,Singapore,1.530302501
13-01-2018,Argentina,2.19080003
01-03-2015,Austria,7.943340246
22-11-2020,Argentina,4.823008527
30-08-2021,Argentina,5.625663998
03-11-2018,Canada,6.214679887
15-07-2020,UK,2.765939764
25-01-2018,Brazil,8.36910787
03-10-2016,Nepal,2.999918003
18-02-2015,Austria,4.35304579
13-09-2020,Brazil,2.365307817
05-11-2023,UK,5.138093069
21-10-2017,Canada,6.835915756
17-04-2015,Argentina,3.51789882
14-09-2017,Argentina,1.784259942
10-08-2016,Brazil,4.95598959
06-04-2023,Nepal,3.485280098
29-10-2016,Germany,6.653220953
12-02-2019,Poland,8.333253331
28-06-2018,Canada,3.081114008
03-05-2022,Nepal,3.534125275
09-01-2023,Nepal,2.8214949
16-04-2016,UK,7.763282529
16-07-2019,Canada,8.073574012
01-08-2021,Brazil,2.755080984
12-10-2017,Poland,4.941538615
08-02-2018,UK,4.27458831
16-05-2015,Singapore,6.109837843
21-02-2020,UK,2.334524907
24-02-2017,Nepal,4.304370015
27-01-2015,Germany,8.342995984
09-02-2020,Argentina,7.977032209
08-05-2023,India,1.952972878
08-06-2019,Austria,3.870421524
22-01-2015,Germany,7.408206507
08-06-2015,Nepal,2.359335174
06-03-2018,Nepal,6.576403502
25-02-2016,China,6.853719085
07-03-2018,Germany,5.655549794
14-09-2019,Poland,8.102575412
07-10-2017,Brazil,4.830783983
11-08-2023,Germany,8.150971724
19-12-2023,Canada,5.079901605
31-12-2018,India,6.875996889
08-04-2023,UK,2.355330421
22-08-2023,Canada,4.980916475
26-08-2018,Poland,8.096821032
09-02-2023,USA,2.197223732
09-02-2017,USA,7.31218728
05-03-2021,Canada,6.246752085
06-01-2016,India,4.178430879
08-12-2017,Poland,3.788691201
18-10-2019,China,5.853767331
02-03-2020,UK,6.821200107
15-11-2018,Poland,6.761268226
19-11-2022,Canada,7.049119907
03-06-2015,Austria,3.554940519
30-03-2016,Canada,4.931752522
07-12-2017,China,5.297066803
12-11-2016,Singapore,5.326340237
08-09-2016,USA,8.434980959
06-10-2021,UK,4.185409137
06-05-2019,Brazil,7.470120025
05-08-2020,Canada,4.717593672
17-04-2021,USA,2.738084211
31-01-2015,Poland,7.522524919
29-08-2015,China,7.692901603
11-04-2022,India,4.940357261
26-01-2018,India,3.687217727
19-07-2023,Nepal,4.912184487
26-10-2020,UK,5.481986565
03-07-2016,Canada,6.120550125
11-06-2022,Poland,5.275746703
15-11-2018,Canada,4.831377387
26-06-2023,India,5.046795341
16-05-2019,Nepal,3.34373689
24-03-2020,Germany,8.296095309
14-08-2018,Germany,6.235414486
22-07-2017,China,3.743379484
27-02-2016,USA,5.633243906
04-09-2021,India,7.358539064
09-04-2019,Brazil,7.166873993
30-08-2020,Germany,1.688298899
17-12-2019,Poland,3.888795671
30-03-2017,UK,4.497037332
09-01-2017,Brazil,4.383507218
29-07-2023,USA,6.128680041
23-10-2018,Austria,3.142354619
29-04-2019,China,5.647721668
07-03-2019,Argentina,1.958501652
08-03-2020,China,2.301299076
09-05-2016,India,1.637983931
12-02-2017,Brazil,1.761643352
18-04-2021,Poland,7.543579653
12-04-2016,Germany,5.103318761
18-07-2023,Nepal,3.366332197
27-01-2017,Argentina,4.787899309
25-03-2018,USA,8.400353471
11-08-2019,Nepal,5.492474785
07-04-2023,Brazil,5.507770514
09-12-2023,Canada,2.200396782
26-06-2022,Poland,2.941358211
11-09-2022,Canada,5.019379658
05-04-2016,Poland,3.876775974
06-05-2016,Germany,3.596646283
06-01-2017,Nepal,2.912310388
27-03-2023,Poland,7.431338659
16-11-2020,UK,7.382663421
23-03-2023,Singapore,2.998560734
19-09-2022,China,1.832719528
11-10-2022,Germany,4.314191465
06-10-2016,Austria,5.87200603
31-05-2016,UK,6.523947901
07-05-2020,Germany,2.163135306
11-02-2023,Brazil,3.413554523
01-08-2018,Germany,7.1082997
10-04-2023,Canada,4.489741232
01-08-2015,Brazil,7.069562245
19-10-2017,Poland,7.266172648
05-11-2022,Singapore,7.128886984
01-05-2015,Nepal,6.144196881
25-02-2017,Brazil,2.900538898
30-05-2019,Nepal,3.25885355
25-07-2018,Singapore,4.672600237
02-06-2023,Singapore,2.764205956
23-09-2016,USA,5.894907556
14-04-2023,Singapore,7.538968647
09-02-2016,Germany,4.99442542
20-04-2022,Poland,8.234819522
16-04-2017,Argentina,8.066720957
24-11-2018,China,8.060140479
05-12-2023,Singapore,7.162534351
29-10-2023,Nepal,8.042451538
13-11-2018,Argentina,5.887309301
02-12-2016,Singapore,2.904536192
23-11-2015,Canada,2.534205822
17-09-2021,India,6.725034615
27-03-2016,China,7.408853971
22-09-2017,Nepal,3.730572261
30-05-2021,UK,5.937492418
10-09-2023,Nepal,3.36854331
20-01-2018,China,6.022298575
24-12-2017,China,6.307984324
05-03-2017,Austria,4.341061575
21-10-2017,UK,2.549735735
09-07-2022,USA,3.219106269
24-05-2016,China,4.749117906
22-12-2021,Singapore,8.43905174
02-03-2017,Nepal,6.028454358
20-05-2020,USA,2.913933561
20-10-2019,China,2.455014402
08-04-2021,China,7.02768888
03-04-2022,China,6.110694988
29-10-2023,India,6.010056749
03-10-2016,USA,8.246508234
31-03-2019,Canada,6.975636215
12-05-2018,USA,7.51708802
18-05-2015,UK,3.697333419
01-08-2019,China,7.570202458
01-07-2017,Nepal,7.777412709
26-12-2021,Poland,6.102014223
02-10-2016,UK,4.278265354
07-06-2018,Argentina,7.399251871
27-08-2019,Austria,2.283526547
26-10-2022,Argentina,5.0017397
07-07-2019,UK,5.153702912
19-08-2022,Germany,8.147721502
21-11-2020,Singapore,3.262656409
29-03-2018,UK,3.166537987
03-11-2015,UK,6.91233619
12-05-2018,Brazil,3.805001377
10-12-2018,Germany,6.660654476
20-04-2017,Argentina,6.707712819
06-10-2019,Nepal,3.026058696
01-10-2023,UK,2.726079788
21-07-2018,China,4.576327889
21-03-2021,China,7.540299536
21-09-2019,USA,4.932510061
30-07-2016,Brazil,6.397324097
02-01-2015,UK,3.715429625
04-09-2017,Nepal,4.823978869
29-08-2018,Austria,8.24320738
07-11-2015,India,4.040986086
19-08-2018,Argentina,4.074175021
26-05-2020,China,1.647519473
08-01-2021,Germany,1.743666022
17-04-2016,Argentina,6.135564041
24-03-2021,USA,6.334777187
28-07-2022,Poland,3.177730804
11-06-2016,Singapore,4.192831488
21-05-2017,Poland,8.209385283
20-08-2022,Brazil,7.822099691
14-05-2020,Poland,2.354376381
21-12-2019,Austria,7.503529974
21-04-2021,Nepal,1.555062744
28-11-2023,Nepal,7.992551802
01-09-2015,China,3.606217061
23-06-2022,Austria,3.581960317
27-06-2023,India,7.911235609
21-01-2019,Poland,3.720290506
03-03-2019,Poland,4.344021712
12-06-2021,USA,3.41825568
13-07-2022,UK,7.262384463
10-07-2020,Canada,4.797638984
05-08-2021,Nepal,7.985480539
05-04-2015,Brazil,6.521702125
05-10-2015,UK,7.27080606
13-10-2016,Argentina,3.326790523
15-11-2021,UK,3.962994426
10-12-2019,Germany,6.604621162
11-10-2017,Singapore,6.664498644
10-11-2017,Canada,6.366470696
22-03-2019,USA,5.98960958
01-02-2023,India,5.911094391
11-02-2021,Poland,2.452645563
01-05-2017,Nepal,2.900527227
08-01-2018,China,3.696052619
12-02-2018,UK,2.275797398
06-02-2023,Austria,5.114561237
08-07-2015,Poland,6.842138923
10-10-2015,Germany,6.300273648
02-06-2021,Brazil,4.660429294
06-09-2023,Argentina,2.434568612
30-11-2015,India,6.312268102
21-10-2019,Brazil,7.096700676
04-07-2021,Austria,2.090792655
05-01-2020,Brazil,2.773224777
12-11-2016,Nepal,8.113300084
23-07-2021,Germany,3.071409934
14-09-2016,USA,7.961786463
16-06-2016,Poland,5.784022118
18-02-2015,Austria,7.847913464
18-10-2016,Canada,2.887863419
08-06-2021,Argentina,7.462816098
19-01-2018,USA,4.307244378
22-10-2016,Nepal,5.702749117
23-08-2016,India,2.123428872
09-06-2015,Brazil,2.690860187
